Last updated: 2005-06-04
------------------------------------------------------------------------------
Package Name                            ppc                 x86                 
media-gfx/mkgallery                     N/A                 1.1                 
media-gfx/optipng                       N/A                 0.4.7               
media-gfx/pixie                         N/A                 1.3.13              
media-gfx/pngrewrite                    N/A                 1.2.1               
media-gfx/potrace                       N/A                 1.7                 
media-gfx/povtree                       N/A                 1.3                 
media-gfx/sam2p                         N/A                 0.44                
media-gfx/scigraphica                   N/A                 0.8.0-r2            
media-gfx/sfftobmp                      N/A                 3.0                 
media-gfx/showimg                       N/A                 0.9.4.1             
media-gfx/skencil                       N/A                 0.6.16              
media-gfx/splash-themes-livecd          N/A                 2005.0              
media-gfx/splashutils                   N/A                 0.9.1               
media-gfx/xsvg                          N/A                 0.1.2               
media-libs/adplug                       N/A                 1.5                 
media-libs/atlas-c++                    N/A                 0.4.5               
media-libs/compface                     1.4                 1.5.1               
media-libs/daaplib                      N/A                 0.1.1a              
media-libs/freeglut                     N/A                 2.2.0               
media-libs/hamlib                       N/A                 1.2.3               
media-libs/lcms                         1.11                1.13-r1             
media-libs/libcdaudio                   0.99.10-r1          0.99.12             
media-libs/libcddb                      0.9.4               0.9.5               
media-libs/libclalsadrv                 N/A                 1.0.1               
media-libs/libclthreads                 N/A                 1.0.2               
media-libs/libdvb                       N/A                 0.5.0-r1            
media-libs/libdvbpsi                    0.1.1               0.1.3               
media-libs/libfame                      0.9.1               0.9.1-r1            
media-libs/libgphoto2                   2.1.3-r1            2.1.4               
media-libs/libirman                     N/A                 0.4.2-r1            
media-libs/libkexif                     N/A                 0.2.1               
media-libs/libkipi                      N/A                 0.1.1               
media-libs/liblrdf                      N/A                 0.3.7               
media-libs/libmatroska                  0.7.3-r1            0.7.6               
media-libs/libmodplug                   N/A                 0.7                 
media-libs/libmusepack                  N/A                 1.1-r1              
media-libs/libmustux                    N/A                 0.20.2              
media-libs/libnjb                       N/A                 1.2                 
media-libs/libpixman                    0.1.1               0.1.2               
media-libs/libsidplay                   N/A                 2.1.1               
media-libs/libsndfile                   1.0.5               1.0.11              
media-libs/libsoundtouch                N/A                 1.2.1               
media-libs/libtheora                    1.0_alpha3          1.0_alpha4          
media-libs/libungif                     4.1.0.1b            4.1.3               
media-libs/libvisual                    N/A                 0.2.0               
media-libs/libvorbis                    1.0.1-r2            1.1.0               
media-libs/nas                          1.6                 1.7-r1              
media-libs/openexr                      N/A                 1.0.7               
media-libs/phat                         N/A                 0.2.3               
media-libs/plotutils                    2.4.1-r2            2.4.1-r3            
media-libs/resid                        N/A                 0.13-r1             
media-libs/sdif                         N/A                 3.8.6               
media-libs/sdl-flic                     N/A                 1.2                 
media-libs/skstream                     N/A                 0.2.4               
media-libs/t1lib                        5.0.1               5.0.2               
media-libs/tse3                         N/A                 0.2.7               
media-libs/tunepimp                     0.3.0               0.3.0-r1            
media-libs/varconf                      N/A                 0.5.4               
media-libs/zvbi                         N/A                 0.2.4               
media-plugins/blop                      N/A                 0.2.8               
media-plugins/bmp-crossfade             N/A                 0.3.8-r2            
media-plugins/bmp-infopipe              N/A                 1.3                 
media-plugins/digikamimageplugins       N/A                 0.7.1               
media-plugins/efxmms                    N/A                 0.0.3               
media-plugins/eq-xmms                   N/A                 0.6-r1              
media-plugins/fil-plugins               N/A                 0.0.1               
media-plugins/flexplaylist              N/A                 0.4.8               
media-plugins/gst-plugins-faac          N/A                 0.8.8               
media-plugins/gst-plugins-pango         N/A                 0.8.8-r1            
media-plugins/gst-plugins-shout2        N/A                 0.8.8               
media-plugins/hayes                     N/A                 1.3                 
media-plugins/kipi-plugins              N/A                 0.1.0_beta2         
media-plugins/libvisual-plugins         N/A                 0.2.0               
media-plugins/live                      2004.07.20          2005.01.29          
media-plugins/mcp-plugins               N/A                 0.3.0               
media-plugins/modplugxmms               N/A                 2.04                
media-plugins/mythbrowser               N/A                 0.16                
media-plugins/mythdvd                   N/A                 0.16                
media-plugins/mythgallery               N/A                 0.16                
media-plugins/mythgame                  N/A                 0.16                
media-plugins/mythmusic                 N/A                 0.16                
media-plugins/mythnews                  N/A                 0.16                
media-plugins/mythphone                 N/A                 0.16                
media-plugins/mythvideo                 N/A                 0.18.1              
media-plugins/mythweather               N/A                 0.18.1              
media-plugins/streamtuner-live365       N/A                 0.3.4               
media-plugins/streamtuner-local         N/A                 0.4.0               
media-plugins/streamtuner-python        N/A                 0.1.2               
media-plugins/streamtuner-xiph          N/A                 0.1.0               
media-plugins/swh-plugins               N/A                 0.4.11              
media-plugins/tap-plugins               N/A                 0.7.0               
media-plugins/vco-plugins               N/A                 0.3.0               
media-plugins/xalbumlist                N/A                 2.2                 
media-plugins/xmmplayer                 N/A                 0.3.3               
media-plugins/xmms-adplug               N/A                 1.1                 
media-plugins/xmms-alarm                N/A                 0.3.6               
media-plugins/xmms-alsa                 1.2.10-r1           1.2.10-r2           
media-plugins/xmms-blur-scope           N/A                 1.2.10              
media-plugins/xmms-btexmms              N/A                 0.5                 
media-plugins/xmms-cdaudio              N/A                 1.2.10-r1           
media-plugins/xmms-cdcover              N/A                 0.2                 
media-plugins/xmms-cdread               N/A                 0.14a-r2            
media-plugins/xmms-coverviewer          N/A                 0.11                
media-plugins/xmms-crossfade            0.3.4               0.3.8               
media-plugins/xmms-crystality           N/A                 0.92                
media-plugins/xmms-disk-writer          N/A                 1.2.10-r1           
media-plugins/xmms-echo                 N/A                 1.2.10              
media-plugins/xmms-extra                N/A                 0.1                 
media-plugins/xmms-fc                   N/A                 0.5.4               
media-plugins/xmms-finespectrum         N/A                 1.0.1_alpha1        
media-plugins/xmms-goom                 N/A                 1.99.4              
media-plugins/xmms-idcin                N/A                 0.5                 
media-plugins/xmms-imms                 N/A                 2.0.3               
media-plugins/xmms-infinity             N/A                 0.5.8               
media-plugins/xmms-ir                   N/A                 1.2.10              
media-plugins/xmms-joystick             N/A                 1.2.10-r1           
media-plugins/xmms-kde                  N/A                 3.1                 
media-plugins/xmms-kjofol               N/A                 0.95                
media-plugins/xmms-ladspa               N/A                 1.0                 
media-plugins/xmms-liveplugin           N/A                 0.2.5               
media-plugins/xmms-lyrc                 N/A                 0.3                 
media-plugins/xmms-midi                 N/A                 0.03                
media-plugins/xmms-morestate            N/A                 1.2                 
media-plugins/xmms-mp3cue               N/A                 0.94-r1             
media-plugins/xmms-musepack             N/A                 1.1.2               
media-plugins/xmms-null                 N/A                 0.3                 
media-plugins/xmms-opengl-spectrum      N/A                 1.2.10              
media-plugins/xmms-outpost              N/A                 0.15                
media-plugins/xmms-pipe                 N/A                 0.5.3               
media-plugins/xmms-repeatit             N/A                 0.0.4               
media-plugins/xmms-sanalyzer            N/A                 1.2.10              
media-plugins/xmms-scrobbler            N/A                 0.3.6               
media-plugins/xmms-shn                  N/A                 2.4.0               
media-plugins/xmms-sid                  N/A                 0.7.4               
media-plugins/xmms-song-change          N/A                 1.2.10-r1           
media-plugins/xmms-status-plugin        N/A                 1.0                 
media-plugins/xmms-stereo               N/A                 1.2.10              
media-plugins/xmms-tonegen              N/A                 1.2.10              
media-plugins/xmms-voice                N/A                 1.2.10              
media-plugins/xmms-wakeup               N/A                 0.15                
media-plugins/xmms-wav                  N/A                 1.2.10-r1           
media-plugins/xmms-xmmsmplayer          N/A                 0.5                 
media-radio/cwdaemon                    N/A                 0.9.1               
media-radio/gmfsk                       N/A                 0.6                 
media-radio/ktrack                      N/A                 0.3.0_rc1           
media-radio/qgrid                       N/A                 2.5                 
media-radio/qsstv                       N/A                 5.3c                
media-radio/tlf                         N/A                 0.9.22              
media-radio/xconvers                    N/A                 0.8.2               
media-radio/xdx                         N/A                 1.2                 
media-radio/xlog                        N/A                 1.1                 
media-sound/SmarTagger                  N/A                 0.1                 
media-sound/abcm2ps                     N/A                 3.7.21              
media-sound/adplay                      N/A                 1.4                 
media-sound/albumart                    N/A                 1.3.1               
media-sound/alsa-patch-bay              N/A                 1.0.0-r1            
media-sound/amarok                      N/A                 1.2.3               
media-sound/ams                         N/A                 1.8.4               
media-sound/amsynth                     N/A                 1.0.0               
media-sound/audacity                    N/A                 1.2.1               
media-sound/audiocompress               N/A                 1.5.1               
media-sound/audiotag                    N/A                 0.13                
media-sound/awesfx                      N/A                 0.5.0d              
media-sound/aylet                       N/A                 0.3                 
media-sound/bitscope                    N/A                 1.1                 
media-sound/bossogg                     N/A                 0.13.6-r2           
media-sound/bpmdj                       N/A                 2.6                 
media-sound/brutefir                    N/A                 1.0a                
media-sound/cdcd                        N/A                 0.6.6               
media-sound/cheesetracker               N/A                 0.9.9               
media-sound/cplay                       N/A                 1.49                
media-sound/creox                       N/A                 0.2.2_rc2           
media-sound/cvoicecontrol               N/A                 0.9_alpha           
media-sound/darkice                     N/A                 0.14                
media-sound/demolition                  N/A                 0.9                 
media-sound/denemo                      N/A                 0.7.2               
media-sound/ecasound                    N/A                 2.3.3               
media-sound/edna                        0.5-r3              0.5-r4              
media-sound/fapg                        N/A                 0.30                
media-sound/flac123                     N/A                 0.0.8               
media-sound/freebirth                   N/A                 0.3.2               
media-sound/freqtweak                   N/A                 0.6.0               
media-sound/galan                       N/A                 0.2.14              
media-sound/gamix                       N/A                 1.99_p14-r1         
media-sound/glame                       N/A                 1.0.2               
media-sound/glmix                       N/A                 0.1                 
media-sound/glurp                       N/A                 0.11.5              
media-sound/gmorgan                     N/A                 0.23                
media-sound/gnomad                      N/A                 2.5.0               
media-sound/gnomeradio                  N/A                 1.4                 
media-sound/gnomoradio                  N/A                 0.13                
media-sound/gnump3d                     N/A                 2.9.3               
media-sound/gqmpeg                      N/A                 0.20.0              
media-sound/gqradio                     N/A                 1.9.1               
media-sound/gstreamripper               N/A                 0.2                 
media-sound/gtick                       N/A                 0.3.0               
media-sound/gtkguitune                  N/A                 0.7                 
media-sound/hearnet                     N/A                 0.0.2               
media-sound/hydrogen                    N/A                 0.9.0               
media-sound/icecream                    N/A                 0.8                 
media-sound/jack-audio-connection-kit   0.80.0              0.99.0-r1           
media-sound/jack-rack                   N/A                 1.4.3               
media-sound/jamin                       N/A                 0.9.0-r1            
media-sound/k3guitune                   N/A                 0.4.1               
media-sound/kaconnect                   N/A                 1.1.1               
media-sound/kamix                       N/A                 0.5.7               
media-sound/kid3                        N/A                 0.5                 
media-sound/kmp                         N/A                 0.5                 
media-sound/knob                        N/A                 1.2-r1              
media-sound/kstreamripper               N/A                 0.2                 
media-sound/lilypond                    N/A                 2.0.3               
media-sound/litestream                  N/A                 1.2                 
media-sound/longplayer                  N/A                 0.99.3              
media-sound/madman                      N/A                 0.93                
media-sound/mikmod                      N/A                 3.2.1               
media-sound/mixxx                       N/A                 1.4.2               
media-sound/moosic                      N/A                 1.5.0               
media-sound/mp3c                        N/A                 0.29                
media-sound/mp3check                    N/A                 0.8.0               
media-sound/mp3gain                     N/A                 1.4.3               
media-sound/mp3splt                     N/A                 2.0                 
media-sound/mpfc                        N/A                 1.3.5               
media-sound/mplay                       N/A                 0.68                
media-sound/muse                        N/A                 0.9.1               
media-sound/musicman                    N/A                 0.11-r1             
media-sound/noteedit                    N/A                 2.6.2               
media-sound/noxmms                      N/A                 1.2.7               
media-sound/ogmtools                    N/A                 1.5                 
media-sound/orpheus                     N/A                 1.5                 
media-sound/pd                          N/A                 0.37.4              
media-sound/playmidi                    N/A                 2.5-r1              
media-sound/protux                      N/A                 0.20.2              
media-sound/psindustrializer            N/A                 0.2.2               
media-sound/ptabtools                   N/A                 0.3.1               
media-sound/qjackconnect                N/A                 0.0.3b-r1           
media-sound/qjackctl                    N/A                 0.2.14              
media-sound/qmbtagger                   N/A                 0.07                
media-sound/qmidiarp                    N/A                 0.0.2               
media-sound/qsynth                      N/A                 0.2.1               
media-sound/rawrec                      N/A                 0.9.98              
media-sound/rezound                     N/A                 0.12.0_beta         
media-sound/rosegarden                  N/A                 4.0.9.8             
media-sound/scret                       N/A                 0.1.3               
media-sound/seq24                       N/A                 0.5.2               
media-sound/sexypsf                     N/A                 0.4.6               
media-sound/sfc                         N/A                 0.015               
media-sound/shntool                     N/A                 1.2.3               
media-sound/shorten                     N/A                 3.6.0               
media-sound/sidplay                     N/A                 2.0.9               
media-sound/sonic-rainbow               N/A                 0.6.2.2             
media-sound/sound-juicer                N/A                 0.5.15              
media-sound/soundtracker                N/A                 0.6.7               
media-sound/sox                         12.17.6             12.17.7-r1          
media-sound/specimen                    N/A                 0.4.5               
media-sound/spiralmodular               N/A                 0.2.2a              
media-sound/streamtranscoder            N/A                 1.2.4               
media-sound/sulu                        N/A                 0.15                
media-sound/supercollider               N/A                 20040903            
media-sound/sweep                       0.8.2-r1            0.8.3               
media-sound/tagtool                     N/A                 0.11.1              
media-sound/takcd                       N/A                 0.10                
media-sound/timemachine                 N/A                 0.3.0               
media-sound/toolame                     N/A                 02l                 
media-sound/trommler                    N/A                 3.3                 
media-sound/vlorb                       N/A                 1.2                 
media-sound/vorbisgain                  N/A                 0.34-r1             
media-sound/vsound                      N/A                 0.6                 
media-sound/waif                        N/A                 0.59.7              
media-sound/wavesurfer                  N/A                 1.7                 
media-sound/wavpack                     N/A                 4.1                 
media-sound/wmsound-data                N/A                 1.0.0               
media-sound/xmcd                        N/A                 3.3.2               
media-sound/yammi                       N/A                 1.2                 
media-tv/freevo                         N/A                 1.5.2               
media-tv/kdetv                          N/A                 0.8.4               
media-tv/linuxtv-dvb                    N/A                 1.0.1               
media-tv/mythtv                         N/A                 0.18.1-r1           
media-tv/nxtvepg                        N/A                 2.6.0               
media-tv/xawdecode                      N/A                 1.8.0               
media-tv/xawtv                          N/A                 3.94-r1             
media-tv/xmltv                          N/A                 0.5.37-r1           
media-video/alevt                       N/A                 1.6.0-r3            
media-video/avinfo                      N/A                 1.0_alpha15         
media-video/camorama                    N/A                 0.16                
media-video/camserv                     N/A                 0.5.1-r2            
media-video/cinepaint                   N/A                 0.18                
media-video/cxfe                        N/A                 0.9.1               
media-video/dvdauthor                   N/A                 0.6.11              
media-video/dvdbackup                   N/A                 0.1.1-r1            
media-video/dvdimagecmp                 N/A                 0.2                 
media-video/dvdrip                      N/A                 0.52.0              
media-video/em8300-libraries            N/A                 0.13.0-r1           
media-video/em8300-modules              N/A                 0.13.0              
media-video/goggles                     N/A                 0.7.4-r1            
media-video/gxine                       N/A                 0.4.1-r1            
media-video/kaffeine                    N/A                 0.4.3b-r1           
media-video/kavi2svcd                   N/A                 0.8.2               
media-video/kdenlive                    N/A                 0.2.4               
media-video/kino                        N/A                 0.7.5-r1            
media-video/kmplayer                    0.8.3a              0.8.4b              
media-video/kplayer                     N/A                 0.5.3               
media-video/matroxset                   N/A                 0.3                 
media-video/mkvtoolnix                  N/A                 1.0.1               
media-video/mpgtx                       N/A                 1.3.1               
media-video/oxine                       N/A                 0.2                 
media-video/piave                       N/A                 0.2.4               
media-video/qc-usb                      N/A                 0.6.3               
media-video/totem                       N/A                 0.100-r3            
media-video/vcdimager                   0.7.20-r2           0.7.21              
media-video/vdr                         N/A                 1.2.6-r1            
media-video/vlc                         N/A                 0.8.1-r1            
media-video/vls                         N/A                 0.5.5               
media-video/vobcopy                     N/A                 0.5.13              
media-video/xine-ui                     0.9.23-r2           0.99.3              
net-analyzer/aimsniff                   N/A                 0.9-r1              
net-analyzer/arp-sk                     N/A                 0.0.16              
net-analyzer/authforce                  N/A                 0.9.6               
net-analyzer/bmon                       N/A                 2.0.1               
net-analyzer/braa                       N/A                 0.8                 
net-analyzer/cacti                      N/A                 0.8.6d              
net-analyzer/cacti-cactid               N/A                 0.8.6d-r1           
net-analyzer/chaosreader                N/A                 0.94                
net-analyzer/darkstat                   N/A                 2.6-r1              
net-analyzer/dnstracer                  N/A                 1.8                 
net-analyzer/ethloop                    N/A                 10                  
net-analyzer/fprobe                     N/A                 1.1                 
net-analyzer/fwlogwatch                 N/A                 1.0                 
net-analyzer/gensink                    N/A                 4.1                 
net-analyzer/gnome-nettool              N/A                 0.99.3-r1           
net-analyzer/gnu-netcat                 N/A                 0.7.1               
net-analyzer/honeyd                     N/A                 1.0                 
net-analyzer/httping                    N/A                 0.0.95              
net-analyzer/ibmonitor                  N/A                 1.3                 
net-analyzer/jnettop                    N/A                 0.10.1              
net-analyzer/knetscan                   N/A                 1.0                 
net-analyzer/labrea                     N/A                 2.5                 
net-analyzer/mrtg                       2.10.15             2.11.1              
net-analyzer/mtr                        0.67                0.69                
net-analyzer/nagios                     N/A                 1.2                 
net-analyzer/nagios-core                N/A                 1.2-r2              
net-analyzer/nagios-imagepack           N/A                 1.0                 
net-analyzer/nagios-nrpe                N/A                 2.0                 
net-analyzer/nagios-nsca                N/A                 2.4                 
net-analyzer/nagios-plugins             N/A                 1.3.1-r1            
net-analyzer/neti                       N/A                 1.01-r1             
net-analyzer/netperf                    N/A                 2.3                 
net-analyzer/nikto                      N/A                 1.32                
net-analyzer/packit                     N/A                 1.0                 
net-analyzer/pmacct                     0.8.3               0.8.4               
net-analyzer/portmon                    N/A                 2.0                 
net-analyzer/prelude-nessus             N/A                 20021107            
net-analyzer/rrdtool                    1.0.49              1.2.6               
net-analyzer/rtg                        N/A                 0.7.4-r1            
net-analyzer/sara                       N/A                 5.1.1a              
net-analyzer/snmptt                     N/A                 1.0                 
net-analyzer/snort                      2.3.0-r1            2.3.2               
net-analyzer/sonar                      N/A                 1.2.2-r1            
net-analyzer/tcpflow                    N/A                 0.21                
net-analyzer/tcptrace                   N/A                 6.6.1-r1            
net-analyzer/tcptrack                   N/A                 1.1.5               
net-analyzer/traceroute-nanog           N/A                 6.3.10-r1           
net-analyzer/trafshow                   N/A                 4.0                 
net-analyzer/ttcp                       N/A                 1.12                
net-analyzer/vnstat                     N/A                 1.4                 
net-analyzer/xnetload                   N/A                 1.11.3              
net-analyzer/xtraceroute                N/A                 0.9.1               
net-dialup/capi4k-utils                 N/A                 20041006-r5         
net-dialup/capisuite                    N/A                 0.4.5               
net-dialup/fbgetty                      N/A                 0.1.698             
net-dialup/freeradius                   N/A                 1.0.2-r5            
net-dialup/gtkterm                      N/A                 0.99.3              
net-dialup/komport                      N/A                 0.5.9               
net-dialup/l2tpd                        N/A                 0.70_pre20031121    
net-dialup/linux-atm                    2.4.1               2.4.1-r1            
net-dialup/mgetty                       1.1.30              1.1.30-r2           
net-dialup/mingetty                     1.00.3              1.07.3              
net-dialup/pptpclient                   1.3.1               1.5.0-r1            
net-dialup/rp-l2tp                      N/A                 0.4                 
net-dialup/serlook                      N/A                 0.2.4               
net-dialup/speedtouch                   N/A                 1.3.1-r2            
net-dialup/wvdial                       N/A                 1.54.0              
net-dns/bind                            9.2.5               9.2.5-r4            
net-dns/c-ares                          N/A                 1.2.0               
net-dns/djbdns                          N/A                 1.05-r14            
net-dns/dnsquery                        N/A                 0.60.2              
net-dns/dnstop                          N/A                 20030228            
net-dns/mfedit                          N/A                 0.60.2              
net-dns/mydns                           N/A                 0.11.0              
net-dns/ndu                             N/A                 0.4-r1              
net-dns/noip-updater                    N/A                 2.1.1-r1            
net-dns/posadis                         N/A                 0.60.5-r1           
net-firewall/ebtables                   N/A                 2.0.6               
net-firewall/firehol                    N/A                 1.226-r1            
net-firewall/firestarter                0.9.2-r1            0.9.3               
net-firewall/firestorm                  N/A                 0.5.4               
net-firewall/fwipsec                    N/A                 0.4.2-r1            
net-firewall/gtk-iptables               N/A                 0.3.4               
net-firewall/guarddog                   N/A                 2.4.0               
net-firewall/ipsec-tools                N/A                 0.4-r1              
net-firewall/kmyfirewall                N/A                 0.9.6.2             
net-firewall/lutelwall                  N/A                 0.97                
net-firewall/psad                       1.3.1               1.3.2               
net-firewall/shorewall                  2.0.4               2.0.7               
net-fs/coda                             N/A                 6.0.8               
net-fs/davfs2                           N/A                 0.2.3-r1            
net-fs/ncpfs                            N/A                 2.2.6               
net-fs/shfs                             0.31-r1             0.35-r1             
net-ftp/atftp                           N/A                 0.6.2               
net-ftp/gproftpd                        N/A                 8.1.9               
net-ftp/jftpgw                          N/A                 0.13.4-r1           
net-ftp/kasablanca                      N/A                 0.4.0.1             
net-ftp/kbear                           N/A                 2.1.1-r1            
net-ftp/kcmpureftpd                     N/A                 0.9.1               
net-ftp/linksys-tftp                    N/A                 1.2.1               
net-ftp/oftpd                           N/A                 0.3.7-r1            
net-ftp/tnftp                           N/A                 20050103            
net-im/aim-transport                    N/A                 20040131-r2         
net-im/ayttm                            N/A                 0.4.6-r1            
net-im/curphoo                          N/A                 0.3.12              
net-im/ekg                              N/A                 1.5                 
net-im/gaim-blogger                     N/A                 1.0.0               
net-im/gaim-meanwhile                   N/A                 1.0.2               
net-im/gaim-snpp                        N/A                 0.8.0               
net-im/gnome-jabber                     N/A                 0.4                 
net-im/gnugadu                          N/A                 2.2.5               
net-im/gossip                           N/A                 0.8                 
net-im/gyach                            N/A                 0.9.8               
net-im/imcom                            N/A                 1.33                
net-im/jabberd                          N/A                 1.4.3-r5            
net-im/jit                              N/A                 1.1.6-r3            
net-im/kadu                             N/A                 0.3.8               
net-im/kmess                            N/A                 1.3                 
net-im/linphone                         N/A                 0.10.2              
net-im/linpopup                         N/A                 2.0.4-r1            
net-im/micq                             N/A                 0.5.0.1             
net-im/msn-transport                    N/A                 20040531-r1         
net-im/msnlib                           N/A                 3.4                 
net-im/mu-conference                    N/A                 0.6.0-r1            
net-im/pork                             N/A                 0.99.7              
net-im/sim                              N/A                 0.9.3-r2            
net-im/yahoo-transport                  N/A                 2.3.1-r1            
net-im/ysm                              N/A                 2.9.0               
net-irc/asuka                           N/A                 1.0.6               
net-irc/ctrlproxy                       N/A                 2.6.1               
net-irc/cwirc                           N/A                 1.8.8               
net-irc/dancer-ircd                     N/A                 1.0.31_p8-r1        
net-irc/echat                           N/A                 0.02-r1             
net-irc/epic4                           2.0-r1              2.2                 
net-irc/ircii                           N/A                 20040820            
net-irc/ircservices                     N/A                 5.0.51              
net-irc/irssistats                      N/A                 0.62                
net-irc/jircii                          N/A                 31                  
net-irc/oer                             N/A                 1.0.64              
net-irc/oer-mysql                       N/A                 1.0.42              
net-irc/onis                            N/A                 0.6.1               
net-irc/pisg                            0.64                0.65                
net-irc/quirc                           N/A                 0.9.84              
net-irc/rbot                            N/A                 0.9.7               
net-irc/savirc                          N/A                 1.99                
net-irc/scrollz                         N/A                 1.9.4-r1            
net-irc/supybot                         N/A                 0.77.0              
net-irc/ultimate                        N/A                 2.8.8               
net-irc/vyqchat                         N/A                 0.1.1               
net-irc/weechat                         N/A                 0.1.0               
net-irc/xchat-systray                   N/A                 2.4.5-r1            
net-irc/xchat-xsys                      N/A                 1.9.3-r1            
net-irc/xchatosd                        N/A                 5.18                
net-libs/cvm                            N/A                 0.18                
net-libs/libbt                          N/A                 1.04                
net-libs/libhttpd-persistent            N/A                 1.3p-r8             
net-libs/libident                       N/A                 0.22                
net-libs/libosip                        N/A                 0.9.7               
net-libs/libpri                         N/A                 0.4.0               
net-libs/libsoup                        2.2.2               2.2.3               
net-libs/libtlen                        N/A                 20031114            
net-libs/libwhisker                     N/A                 2.2                 
net-libs/loudmouth                      N/A                 0.17.2-r2           
net-libs/roadrunner                     N/A                 0.9.1               
net-libs/rpc2                           N/A                 1.25                
net-libs/vanessa-socket                 N/A                 0.0.5_beta4         
net-libs/wvstreams                      4.0.1-r2            4.0.2               
net-mail/asmail                         N/A                 0.56                
net-mail/autorespond                    N/A                 2.0.4               
net-mail/base64                         N/A                 1.3                 
net-mail/bincimap                       N/A                 1.2.11              
net-mail/cmd5checkpw                    0.22-r2             0.22-r3             
net-mail/courier-imap                   3.0.7               4.0.1               
net-mail/cvm-vmailmgr                   N/A                 0.6                 
net-mail/cyrus-imap-admin               N/A                 2.2.10              
net-mail/ezmlm-idx-mysql                N/A                 0.40-r2             
net-mail/ezmlm-idx-pgsql                N/A                 0.40-r2             
net-mail/fastforward                    N/A                 0.51-r1             
net-mail/fetchyahoo                     N/A                 2.8.6               
net-mail/hotwayd                        N/A                 0.8.2-r2            
net-mail/isync                          N/A                 0.9.2               
net-mail/lbdb                           0.29                0.30                
net-mail/mailbase                       0.00-r8             0.00-r9             
net-mail/mailfront                      N/A                 0.88                
net-mail/mailman                        N/A                 2.1.5-r4            
net-mail/mailutils                      N/A                 0.6-r1              
net-mail/mairix                         N/A                 0.15.2              
net-mail/mhonarc                        N/A                 2.6.10              
net-mail/pop3vscan                      N/A                 0.4-r1              
net-mail/popa3d                         N/A                 0.6.4.1-r2          
net-mail/qmailadmin                     N/A                 1.2.1               
net-mail/qtools                         N/A                 0.56                
net-mail/relay-ctrl                     N/A                 3.1.1-r2            
net-mail/ripmime                        1.4.0.0             1.4.0.5             
net-mail/sendEmail                      N/A                 1.42                
net-mail/teapop                         N/A                 0.3.8               
net-mail/tnef                           N/A                 1.3.2               
net-mail/up-imapproxy                   N/A                 1.2.3_rc2           
net-mail/vmailmgr                       N/A                 0.96.9-r2           
net-misc/asterisk                       N/A                 0.9.0               
net-misc/autossh                        N/A                 1.2g                
net-misc/blogtk                         N/A                 1.0                 
net-misc/br2684ctl                      N/A                 20040226            
net-misc/bridge-utils                   N/A                 0.9.6-r1            
net-misc/cadaver                        N/A                 0.22.2              
net-misc/cgterm                         N/A                 1.6                 
net-misc/cidr                           N/A                 2.3.1-r1            
net-misc/dcetest                        N/A                 2.0                 
net-misc/dhcp                           3.0.1               3.0.1-r1            
net-misc/dhcp-agent                     N/A                 0.37                
net-misc/dhcpv6                         N/A                 0.8                 
net-misc/drivel                         N/A                 1.2.1               
net-misc/duplicity                      N/A                 0.4.1               
net-misc/e100                           N/A                 2.3.43              
net-misc/e1000                          N/A                 5.2.30.1            
net-misc/emirror                        N/A                 2.1.21              
net-misc/emphetamine                    N/A                 0.99.6              
net-misc/fmirror                        N/A                 0.8.4               
net-misc/geekcredit                     N/A                 0.019               
net-misc/grdesktop                      N/A                 0.22-r1             
net-misc/guidedog                       N/A                 1.0.0               
net-misc/gwget                          N/A                 0.6                 
net-misc/hashcash                       N/A                 1.16-r1             
net-misc/hlfl                           N/A                 0.60.0              
net-misc/hsc                            N/A                 0.929               
net-misc/hylafax                        N/A                 4.2.0-r2            
net-misc/icecast                        N/A                 2.1.0               
net-misc/ifenslave                      N/A                 1.1.0-r2            
net-misc/iperf                          N/A                 2.0.1               
net-misc/java-wakeonlan                 N/A                 0.3.0               
net-misc/jigdo                          N/A                 0.7.1               
net-misc/kbandwidth                     N/A                 1.0.2               
net-misc/knemo                          N/A                 0.3.1               
net-misc/knetload                       N/A                 2.3                 
net-misc/knetmonapplet                  N/A                 0.9                 
net-misc/knutclient                     N/A                 0.8.5               
net-misc/kphone                         N/A                 4.1.0               
net-misc/logjam                         N/A                 4.3.2               
net-misc/memcached                      N/A                 1.1.11              
net-misc/mico                           N/A                 2.3.9               
net-misc/mmsclient                      N/A                 0.0.3               
net-misc/netstat-nat                    N/A                 1.4.4               
net-misc/ntp                            4.2.0-r2            4.2.0.20040617-r2   
net-misc/nxcomp                         N/A                 1.3.2-r1            
net-misc/nxproxy                        N/A                 1.4.0-r2            
net-misc/nxserver-freenx                N/A                 0.2.8               
net-misc/nxssh                          N/A                 1.4.0-r1            
net-misc/omniORB                        N/A                 4.0.5               
net-misc/openswan                       N/A                 2.2.0               
net-misc/pam_smb                        N/A                 2.0.0_rc5           
net-misc/pipes                          N/A                 1.16                
net-misc/portfwd                        N/A                 0.26_rc6            
net-misc/proxytunnel                    N/A                 1.2.3               
net-misc/ptrtd                          N/A                 0.5.2               
net-misc/raccess                        N/A                 0.7                 
net-misc/radvd                          N/A                 0.7.2-r1            
net-misc/rdesktop                       1.4.0-r1            1.4.1               
net-misc/rdist                          N/A                 6.1.5-r1            
net-misc/rsnapshot                      N/A                 1.2.1               
net-misc/sbd                            N/A                 1.36                
net-misc/scponly                        N/A                 4.0                 
net-misc/ser                            N/A                 0.8.10              
